CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH32,CH33,CH34,CH35,CH36
38.4477883523958,-43.6480985294445,39.3478027130173,-29.7190169693403,-363.007279261751,-150.935018134544,218.688486764684,-504.72857540596,28.5949866277299,-7.67259625674106,51.8953146220838,52.7435475095038,79.1934684502644,157.383581505512,88.5784106828955,47.1587184531582,42.063098524986,66.6639353406093,-15.4938625008728,36.4935920250285,332.2586899418,111.414336320428,103.217878658341,70.2615300176218,209.004373356111,83.9217614028757,76.5122638321791,30.7302775793655,38.6272307071498,45.5439094887357,63.3804860760862,72.3260913303213,-3.11281718516548,22.2796451936034,-2.23071877149542,15.9677955308898
34.0549836735634,-36.0151696199272,-74.573962424243,-43.5243289313635,-123.682443981749,-217.247774090824,-535.17221728422,883.992306063497,34.6079936846894,13.8309594941512,56.7843346073892,58.1150457578341,76.6926403911365,161.899265089087,84.3806995321458,42.908831054385,84.113321459977,16.6134228360049,186.336479839404,-220.815018167606,551.5088073665,-168.102322795219,86.4678632190431,59.7914459212261,199.035352989911,87.0860714014638,69.9909157663654,31.3658813287248,32.924794409781,45.3531304277688,53.0299707128118,76.8015296505026,-8.93112721846138,20.8183305609958,-6.40081351340435,14.9204432188202
30.8394135159533,-40.6660495963832,-47.0396458410626,44.3213343722991,-1268.53069249778,1195.34175357568,-953.363593443574,1240.06857780095,31.6655815638922,3.73497118773083,54.4519902211052,56.8514791108803,82.7423383158828,150.827846037793,83.5085099549345,43.6491112765816,74.3715187817201,1.78507961842836,207.534646470327,-327.275634903578,574.536566568247,-283.751448936596,95.4648809610395,62.1828814951565,202.805209864734,85.2349090914917,66.6943786301608,31.1605934575508,26.6152998517957,45.8615792172327,55.3468699005737,73.3845208452646,-14.6475053168797,20.4112299625034,-10.4978516764728,14.6286663874917
19.7078062082069,-33.1963278425246,-135.946663889403,105.837883041263,397.375690004674,-353.28176521343,382.286985938899,-459.939905659564,10.7655582923404,18.4843950081606,49.8267838318183,53.9381909062271,71.1997199210448,160.659752416065,83.8343525633218,45.5687894353821,95.0792414724337,11.7426935659259,223.08946016028,-249.205315334652,591.433900678159,-198.942958129934,96.0575312899367,71.765381223228,202.009774317528,83.7904250286005,61.7520068122277,30.8015055168812,19.7320563220358,45.909896811453,43.6992013445085,78.7493654070052,-20.9699630053766,19.7041317426602,-15.0292787423844,14.1218754891541
15.7574237194732,-39.5519508764143,-20.6639260475678,-34.5591105867027,-219.119992093333,-25.8636928183261,-485.617210259725,846.785937251763,14.7171905803487,20.1221920270773,49.8065106470902,58.9879326333782,75.016240100029,159.439240147006,82.2483892036606,43.4265311010287,66.614859730365,16.8199557294388,160.756165180894,-244.76246594955,523.720681321589,-194.11665085577,74.4564581114051,55.3804993777737,185.86388312443,83.0619085031846,60.8020205092144,30.8439586340296,25.0978989560016,45.4971393173098,45.4517005255432,81.6277380553018,-10.0059833800927,21.7199168476068,-7.17118360407968,15.5666274564525
32.2922499047821,-38.0437155660919,47.3804145398072,-25.6576688714485,-171.056501410391,345.601551428024,276.621000844609,-289.016942769717,30.0350824614968,14.1416478399259,56.9227663612706,54.8269256503535,79.4469683596052,152.309230254679,81.1754326269132,44.3344217527239,32.9009111043822,109.472473239256,-264.58268277763,511.821344190483,61.6712625926237,627.767151606207,84.7638473124249,63.9025867667211,199.880585099787,92.5461765218278,75.3034370111333,33.2906512713688,40.1396340988322,46.328979695827,64.6213119301653,77.6865628226532,2.85611678010113,21.897385635891,2.04733104037744,15.6938227514163
32.1068487769768,-26.2998560401623,-12.4587586336646,19.4684504318276,304.677019423022,-153.049076120322,48.0681786512275,-272.843955865645,27.3224810308931,6.91783680229472,52.9911305718227,56.8001941235964,76.0259841004046,154.711109511412,81.8223790916091,43.76312161392,2.60002895093226,166.456614132373,-997.021922214462,1659.84521613791,-733.98407540527,1874.87581630078,96.0024065704658,66.2112831783917,203.776692898513,90.0393741043089,76.98618049914,32.9562247668283,41.178207591175,46.6614337830819,61.5755509293842,84.95129381855,3.9914531173184,21.5581408146567,2.86104843650002,15.4506794611563
33.2595765138976,-29.9542518342143,67.4218501597571,-73.5865223343828,2281.89689938385,-474.759829916776,202.472039798637,1008.33191607606,23.9516281687505,6.99330266744141,52.4367816405247,52.5755737461976,73.4369559860598,157.619041601943,85.9857005002733,47.7733470202639,26.5874595944615,120.598921949196,-316.79147903798,579.177853677454,4.95637731840978,700.937134092975,95.3879017521419,73.463159578703,211.879043814633,85.8003234438881,78.8621215099151,31.9420185502254,40.8455493647002,46.717855675006,69.24712087051,73.537059819871,3.77128719561241,20.7075743482748,2.70325128454358,14.8410621102751
40.6516870223214,-35.6653409578191,-4.56856036607711,37.4300675016852,13.7605958635948,-81.2625482130123,228.784160164638,-238.568013562643,26.6480689875868,4.96056254738063,55.6480115107847,55.8623862919764,73.6508387240279,157.465583328697,83.8494526166292,44.4122321127623,60.2550298886647,58.4790230498656,25.7503220781848,37.6247308564256,377.06261886146,112.643102613601,85.1414121268909,61.4620072482974,196.48066221378,84.3938228120915,69.8998247688186,30.672414657775,34.0173247619816,45.0322757952193,58.5412232605599,79.4892398570236,-2.4620320521091,20.427527208535,-1.76428854589034,14.6403469372726
31.1404746447592,-29.0621238724468,-76.361074772589,102.118900982153,639.736744372351,-51.5936657611062,242.992563753023,296.326069071027,29.2102133418776,8.54086118898461,56.3754187201689,58.0534401318044,70.0986026992863,162.622199682312,81.306705704648,41.4987862132349,69.5493563195107,32.7154016608642,116.970907549572,-121.41374241232,476.156361874749,-60.1218222975882,77.1358425619941,53.2216754114245,192.922864330713,83.1726177003564,64.4366518103459,30.8810178892989,27.5194279962553,45.6945893792786,60.5084817404674,74.5304498618045,-7.97597612823987,19.6319944352789,-5.7162383504674,14.0701732930723
